ticker,candle_index,score,ret_1,ret_2,ret_3,ret_6,ret_10
ADSK,1134,75,0.322,0.583,0.232,-0.82,-1.22
ADSK,1149,82,2.052,1.022,8.942,11.616,11.922
ADSK,1222,74,0.558,1.452,1.398,0.563,1.633
ADSK,1250,71,-1.728,-1.44,-2.027,-1.273,0.04
ADSK,1258,75,-0.074,0.746,1.059,1.158,-0.555
ADSK,1287,77,-0.11,-0.361,1.375,3.943,4.025
ADSK,1338,84,0.131,0.612,0.648,0.318,-0.408
ADSK,1372,67,-0.466,-0.358,-6.903,-6.566,-5.898
ADSK,1395,90,-3.101,-4.708,-4.449,-3.12,1.253
ADSK,1401,80,2.918,5.148,4.81,4.899,3.939
ADSK,1435,74,0.559,0.714,1.028,-3.569,-6.768
ADSK,1449,74,-2.107,-2.646,-2.633,-0.713,-1.638
ADSK,1467,72,1.157,1.901,1.752,5.654,10.783
ADSK,1526,81,-0.809,-0.505,-0.738,-1.687,-7.918
ADSK,1544,78,0.542,1.93,2.189,2.634,3.413
ADSK,1591,67,0.279,0.279,-1.076,-1.384,-2.143
ADSK,1608,71,-0.595,-4.791,-5.264,-6.199,-9.44
ADSK,1640,77,-0.727,-2.145,-2.165,1.041,4.439
AEE,75,69,2.226,1.706,3.074,2.057,1.588
AEE,99,67,0.071,0.317,0.64,-0.265,-0.252
AEE,120,52,0.441,0.454,0.454,0.973,0.233
AEE,176,93,0.67,1.829,0.684,0.628,0.112
AEE,237,71,-1.434,-1.289,-0.942,1.01,1.014
AEE,241,74,0.652,1.01,1.072,1.014,1.166
AEE,276,73,0.204,0.51,0.728,-0.611,0.291
AEE,359,57,0.369,1.066,-0.096,0.875,-0.383
AEE,389,69,1.793,1.945,2.407,2.083,3.145
AEE,449,96,0.0,0.586,-0.061,-1.417,-3.148
AEE,474,74,0.68,-0.057,-0.581,-0.425,-0.021
AEE,668,61,-0.536,0.274,0.148,-1.266,4.615
AEE,759,99,-0.717,-0.611,-0.448,0.258,1.759
AEE,794,83,0.501,-0.805,-0.569,-0.03,0.681
AEE,922,82,1.17,1.624,0.444,0.958,-0.232
AEE,941,53,0.211,0.753,0.925,1.266,-1.558
AEE,962,83,1.523,1.58,2.077,0.533,-1.036
AEE,973,18,0.405,-0.689,-0.162,-0.375,0.344
AEE,1009,69,0.461,0.81,1.441,-0.702,-1.671
AEE,1027,64,0.54,0.644,0.872,1.007,-0.498
AEE,1045,57,0.538,-0.316,-1.024,-2.395,-1.873
AEE,1057,62,0.167,0.908,0.543,-0.929,-0.496
AEE,1081,62,-0.68,-0.119,-0.353,-0.551,1.054
AEE,1159,74,-1.081,-0.228,-0.595,-1.675,-0.555
AEE,1169,62,0.409,0.479,0.08,-1.774,-1.645
AEE,1184,60,1.239,1.746,1.159,2.072,4.133
AEE,1251,72,-0.927,-1.477,0.917,0.541,1.4
AEE,1288,53,0.033,0.449,-0.023,1.017,-0.334
AEE,1326,87,-0.133,0.513,1.499,0.945,1.201
AEE,1501,68,0.08,0.714,1.084,-1.205,-5.328
AEE,1520,70,-0.467,0.907,0.458,1.342,2.335
AEE,1560,52,-0.196,0.486,0.076,0.647,0.517
AEE,1593,91,-0.193,-0.303,0.766,2.073,1.935
AEE,1616,66,0.183,-1.38,-1.715,0.174,-0.477
AEE,1680,59,0.443,0.754,0.887,0.514,-4.097
AEP,40,74,1.376,1.782,2.146,1.458,4.513
AEP,64,57,0.547,1.121,1.094,-0.053,1.601
AEP,106,53,-0.381,0.271,0.0,-0.22,0.362
AEP,188,55,0.129,-0.252,-0.319,2.111,2.615
AEP,237,83,-0.544,-1.473,-1.37,0.019,-0.179
AEP,277,71,0.292,0.825,1.462,2.358,5.503
AEP,348,84,-0.546,0.042,-0.258,0.066,1.086
AEP,390,68,-0.219,0.073,0.604,1.587,1.481
AEP,451,65,-0.033,0.322,-0.455,-1.543,-1.71
AEP,472,66,-0.556,-0.482,-0.238,-0.272,-1.731
AEP,475,74,-0.159,-0.967,-0.034,-1.115,0.512
AEP,478,31,0.262,-1.002,-1.081,0.341,-0.376
AEP,484,77,0.204,-0.329,-0.454,-0.936,-0.329
AEP,615,54,0.088,-0.637,-0.294,-2.331,-3.486
AEP,634,83,1.228,0.901,2.207,2.167,1.407
AEP,665,67,0.874,1.951,2.032,-2.235,-2.103
AEP,688,76,-0.657,1.197,1.769,2.373,2.426
AEP,758,76,-0.076,-0.48,0.753,0.709,1.003
AEP,794,75,0.441,1.185,1.595,2.782,2.901
AEP,913,73,-0.074,-2.248,-2.793,-3.603,-1.238
AEP,922,78,0.502,0.294,0.369,0.246,-0.417
AEP,941,70,0.526,2.18,2.678,1.015,0.338
AEP,963,61,0.169,0.552,0.273,2.101,1.166
AEP,1010,74,0.32,0.689,0.65,-0.126,-0.175
AEP,1044,63,0.275,1.05,0.961,-0.039,-0.755
AEP,1057,51,0.039,0.318,0.029,-1.414,-0.329
AEP,1168,74,-0.092,0.349,0.616,-0.754,-1.508
AEP,1184,73,0.483,1.506,1.18,1.296,3.747
AEP,1293,50,-0.204,0.188,0.735,-1.551,-2.649
AEP,1327,68,0.683,1.638,1.424,0.307,1.156
AEP,1375,67,0.052,0.177,0.458,0.199,0.743
AEP,1520,78,-0.702,0.573,0.084,0.145,1.176
AEP,1593,93,0.264,-0.062,0.287,2.071,0.504
AEP,1614,83,0.243,1.506,1.31,0.506,1.514
AEP,1680,62,0.305,0.736,0.781,-0.301,-5.167
AES,43,83,0.615,3.0,0.885,1.154,6.0
AES,238,71,-0.99,-0.99,4.26,3.45,4.02
AES,241,89,-1.865,-1.41,-0.777,-2.302,-2.647
AES,257,76,0.498,-1.874,1.04,-2.05,-3.426
AES,276,74,1.125,2.243,2.553,-2.736,1.064
AES,283,39,-1.225,-1.103,1.869,2.696,1.072
AES,286,79,0.692,0.932,0.812,0.632,-1.143
AES,316,80,0.916,1.178,3.042,8.505,5.757
AES,350,96,0.254,2.545,3.212,6.87,11.896
AES,394,70,-0.869,0.119,0.579,0.492,2.835
AES,479,74,-0.447,-0.526,0.579,0.474,-8.211
AES,495,73,0.281,0.786,-0.702,4.184,-4.465
AES,516,84,1.427,0.257,0.714,-1.57,0.485
AES,546,78,0.688,1.047,1.317,3.321,3.95
AES,587,93,1.738,3.477,3.277,8.862,9.176
AES,638,80,-3.191,-3.575,-3.039,-3.883,-4.637
AES,641,71,0.657,-1.1,-0.87,-1.705,-1.619
AES,679,87,0.507,-1.879,-2.566,-2.096,1.194
AES,709,85,0.038,-2.244,-3.88,-1.065,-0.609
AES,715,94,-0.077,0.884,0.923,0.115,2.153
AES,763,76,-0.231,0.346,0.385,-0.962,-2.038
AES,778,70,0.155,-0.31,2.032,1.936,0.968
AES,808,85,-0.743,-0.867,-0.732,-2.272,-7.228
AES,823,77,-1.146,-1.486,-3.99,-6.991,-5.093
AES,834,73,-0.09,0.583,1.122,-1.391,-4.808
AES,850,76,0.826,0.933,-0.933,0.747,-4.76
AES,871,89,1.901,1.833,2.229,6.043,5.399
AES,966,83,-0.974,-2.923,-0.244,-4.579,-1.413
AES,1029,75,-0.454,0.571,0.327,0.962,5.749
AES,1064,64,-0.494,-1.016,-4.663,-0.646,6.14
AES,1069,76,-1.783,2.325,1.503,5.155,21.083
AES,1133,76,0.789,0.376,0.648,-0.902,1.352
AES,1170,81,-0.448,0.325,0.595,-2.844,-0.642
AES,1179,69,-0.734,0.849,0.695,1.467,0.618
AES,1249,81,-0.105,-1.124,0.913,-1.475,-0.211
AES,1281,68,-2.445,-2.841,-3.128,-0.503,-0.431
AES,1287,67,0.578,0.253,0.687,0.506,1.518
AES,1340,83,-0.4,-1.635,0.036,0.436,1.272
AES,1391,83,-0.19,-0.173,-1.971,-4.945,-1.487
AES,1401,61,2.201,2.597,2.597,-0.14,4.914
AES,1492,94,0.141,0.564,0.353,0.494,-0.035
AES,1582,57,0.522,0.452,0.418,0.696,1.323
AES,1658,53,-0.239,0.682,0.546,0.887,0.887
AFL,74,75,0.72,2.924,4.134,3.433,3.128
AFL,171,61,-0.597,-1.06,-1.657,-1.072,-0.573
AFL,178,61,-0.245,-0.403,-0.232,-0.073,0.88
AFL,215,55,0.018,-0.067,-0.067,-0.454,0.212
AFL,268,94,0.537,0.896,-0.788,-0.013,0.474
AFL,390,78,0.544,0.846,0.894,1.697,1.087
AFL,669,78,0.399,0.649,-0.028,0.454,2.597
AFL,743,77,-0.479,-0.986,-0.237,-1.195,-2.371
AFL,761,99,-0.185,-0.078,-0.379,0.175,0.866
AFL,784,23,0.199,0.048,0.223,0.301,0.262
AFL,793,60,0.476,0.651,-2.119,-0.214,0.35
AFL,802,60,0.346,0.745,1.93,2.8,3.281
AFL,865,80,0.416,0.619,1.208,0.184,0.932
AFL,884,82,0.159,1.621,2.66,1.785,3.353
AFL,923,55,0.287,-0.426,-0.694,0.518,1.573
AFL,962,90,1.994,1.601,1.704,0.506,-1.713
AFL,997,56,-1.199,-1.143,-1.543,-2.267,-2.362
AFL,1009,63,0.103,0.131,-0.291,-2.516,-3.805
AFL,1028,84,-0.802,0.29,0.309,-0.657,0.155
AFL,1046,72,0.166,-0.429,0.443,-0.526,0.663
AFL,1093,79,0.471,-0.697,0.319,1.061,1.522
AFL,1118,84,0.368,-0.378,0.348,1.859,3.135
AFL,1239,76,0.243,0.337,-0.44,0.828,4.456
AFL,1290,62,0.42,-0.125,-0.635,-0.367,-1.995
AFL,1311,77,-0.146,-0.886,-1.133,-1.138,-2.038
AFL,1316,71,-0.775,-0.922,-1.105,0.183,0.899
AFL,1322,70,-0.11,-0.348,0.275,1.74,0.366
AFL,1389,62,0.045,-0.599,-0.499,-0.595,-2.206
AFL,1409,77,0.073,-0.574,-0.101,-0.211,1.46
AFL,1472,66,0.07,-0.439,-0.514,-0.237,-1.269
AFL,1504,73,-0.114,-0.529,-1.596,-2.859,-2.877
AFL,1517,84,0.429,0.942,0.634,0.924,2.295
AFL,1614,65,-0.251,1.549,2.319,0.536,1.932
AIG,67,66,-1.741,-2.218,-0.904,0.706,5.734
AIG,71,70,-0.033,0.492,1.049,5.508,4.689
AIG,229,67,0.306,0.233,0.546,0.655,0.765
AIG,277,53,-0.308,-0.272,-0.043,1.259,0.765
AIG,299,74,0.113,1.081,0.749,1.511,1.624
AIG,391,83,0.586,0.997,1.401,0.997,0.323
AIG,451,64,-1.979,-2.145,-2.885,-3.434,-2.924
AIG,472,74,-0.04,0.425,0.957,2.69,-0.378
AIG,546,80,-0.056,-0.028,1.431,2.485,3.908
AIG,593,70,-0.68,0.626,0.177,0.816,0.68
AIG,621,54,0.582,-1.045,-2.566,0.066,2.424
AIG,671,60,-0.987,-0.455,-0.506,-1.818,-2.558
AIG,685,65,0.211,-0.211,-0.105,-0.145,0.487
AIG,703,63,-0.125,0.519,0.066,0.171,0.25
AIG,760,76,2.412,2.778,2.257,1.892,3.045
AIG,803,80,0.304,1.119,1.015,2.68,3.744
AIG,851,71,0.202,0.484,0.094,1.189,2.029
AIG,962,75,1.531,-0.598,0.525,-1.257,-3.16
AIG,974,66,-0.282,-0.006,1.151,-0.533,0.423
AIG,1093,75,0.813,-0.505,0.099,-2.069,-1.342
AIG,1104,77,-0.789,0.081,-1.115,-2.28,-2.806
AIG,1116,74,0.204,1.105,0.984,0.045,-0.166
AIG,1179,100,-1.115,-1.352,-2.346,-1.718,-1.179
AIG,1231,71,0.411,0.373,-0.228,-1.304,-0.063
AIG,1263,72,0.866,0.892,1.3,0.653,-0.899
AIG,1293,70,0.395,0.053,0.733,1.25,1.21
AIG,1390,82,-0.176,-0.054,-1.283,-1.284,-2.525
AIG,1514,96,-1.307,-0.311,0.139,-2.024,-1.115
AIG,1522,39,-0.477,0.128,1.102,1.438,2.029
AIG,1568,83,-0.329,-1.133,-1.848,-0.753,-2.949
AIG,1590,52,1.123,1.045,0.065,0.71,0.232
AIG,1617,82,-1.484,-1.881,-1.152,-0.729,0.331
AJG,71,64,0.449,0.727,0.513,3.602,3.997
AJG,152,70,-0.049,0.579,1.008,0.216,-7.376
AJG,177,71,0.13,0.0,0.013,-0.188,0.283
AJG,259,75,0.202,-0.052,0.945,0.618,1.2
AJG,390,85,0.395,1.498,0.794,0.178,-0.647
AJG,614,91,1.253,1.727,1.466,1.649,1.98
AJG,669,67,-0.187,0.495,0.567,1.927,1.404
AJG,749,97,-0.113,-0.258,-2.452,-0.98,-2.297
AJG,792,72,1.701,1.804,2.012,2.548,2.907
AJG,924,82,0.109,0.14,-0.302,1.592,2.57
AJG,962,78,2.469,2.77,1.761,-0.422,-4.36
AJG,976,56,-0.096,-0.021,-4.014,-2.355,-3.296
AJG,989,76,0.324,1.505,1.58,2.871,2.219
AJG,1051,71,-0.104,0.629,0.237,2.121,1.081
AJG,1073,37,-0.64,-0.522,-0.93,-0.79,-1.942
AJG,1085,73,-1.523,-2.387,-2.796,-0.457,-2.27
AJG,1091,78,-0.166,-0.271,-0.669,-0.494,-1.57
AJG,1120,76,1.16,1.191,0.968,0.86,1.465
AJG,1180,74,0.524,0.48,0.725,2.282,2.688
AJG,1230,77,-0.144,-0.796,-0.805,-6.016,-11.525
AJG,1248,69,-0.479,-1.35,-1.137,-0.881,-0.25
AJG,1291,73,-0.08,-0.986,-0.599,-0.761,-1.914
AJG,1308,77,0.118,-1.548,-1.852,-3.104,-2.154
AJG,1319,70,0.218,0.436,2.705,5.111,7.113
AJG,1407,74,0.174,0.383,0.849,-4.312,-3.819
AJG,1420,73,-1.913,-1.993,-1.61,-0.236,-2.625
AJG,1449,83,1.967,2.73,2.692,2.951,4.193
AJG,1508,74,0.405,2.612,2.894,4.287,1.075
AJG,1522,49,0.06,0.285,0.361,1.001,1.265
AJG,1587,94,-0.144,1.154,4.655,2.95,4.928
AJG,1608,30,0.861,0.154,0.68,3.044,4.541
AKAM,73,76,0.435,0.532,1.645,5.003,7.403
AKAM,207,75,0.158,-0.252,-0.234,0.059,2.007
AKAM,301,73,-0.523,-0.752,0.028,-1.275,-0.583
AKAM,350,64,-0.52,-0.994,-0.629,-1.459,-0.852
AKAM,393,75,1.165,0.873,1.23,0.932,0.932
AKAM,412,77,0.173,0.595,0.753,0.823,-7.224
AKAM,429,99,-0.939,-1.703,-1.889,-2.477,-2.993
AKAM,452,72,-0.055,0.23,-0.406,-1.054,-1.35
AKAM,468,72,0.462,0.006,0.462,1.037,1.184
AKAM,543,76,-0.128,-1.377,-2.065,-1.22,-1.17
AKAM,591,73,0.132,0.396,0.915,-0.849,0.965
AKAM,669,71,0.59,0.557,-0.691,-10.89,-13.328
AKAM,693,76,-0.388,-0.429,0.035,0.602,5.316
AKAM,766,67,-0.002,0.362,0.818,0.124,-0.88
AKAM,804,72,-0.287,0.419,-0.088,-0.11,3.405
AKAM,892,88,-1.771,-2.198,1.96,3.429,3.631
AKAM,924,92,-0.833,-0.906,-0.285,-1.522,-0.109
AKAM,947,66,0.319,-2.039,-3.292,-12.99,-14.924
AKAM,962,75,-0.081,0.189,0.52,-0.351,-2.89
AKAM,1022,81,-0.758,-1.824,-2.479,-2.44,-1.015
AKAM,1031,75,1.009,0.852,0.393,0.747,2.582
AKAM,1093,65,0.343,0.076,1.371,2.593,2.644
AKAM,1128,94,1.781,0.674,0.202,0.89,2.401
AKAM,1192,64,-0.039,-1.895,-0.682,1.063,2.046
AKAM,1198,58,1.285,1.61,0.662,-0.701,-1.415
AKAM,1223,78,2.034,2.546,1.078,0.485,1.697
AKAM,1241,60,-0.819,-0.666,-0.785,-4.193,-3.681
AKAM,1319,71,0.342,0.255,-0.029,-0.423,1.067
AKAM,1370,64,0.283,-0.102,-0.215,-3.086,-0.384
AKAM,1379,82,0.045,5.223,3.196,1.453,2.906
AKAM,1436,83,-0.169,-0.321,-0.506,0.005,10.286
AKAM,1481,88,-0.778,-0.163,-0.632,-1.546,-2.877
AKAM,1550,74,0.38,2.118,0.822,-2.226,-1.552
AKAM,1648,76,-0.727,-4.637,-5.25,-3.2,2.323
AKAM,1675,61,0.877,1.437,0.268,-4.726,-8.371
AKAM,1693,75,2.541,2.411,6.781,6.259,-3.992
ALB,41,56,4.895,4.07,4.648,9.655,7.684
ALB,78,98,-0.249,-4.843,-6.99,-4.473,-7.24
ALB,134,65,0.718,-3.815,-4.453,-8.842,-5.586
ALB,145,85,0.294,1.007,4.287,0.314,3.425
ALB,233,83,0.533,1.323,2.443,0.985,-1.431
ALB,268,80,0.758,0.731,0.004,-0.232,5.439
ALB,286,82,0.703,0.068,6.789,-2.858,0.434
ALB,335,93,-1.667,-0.649,0.641,-3.928,-0.138
ALB,343,43,2.357,1.938,-1.117,1.833,-1.137
ALB,358,77,0.59,1.558,2.878,-1.738,0.176
ALB,397,75,-1.962,-0.226,1.354,9.105,3.29
ALB,482,97,2.243,-0.255,-1.825,-1.937,2.936
ALB,521,75,-3.048,-1.573,-1.141,-3.176,0.404
ALB,523,62,0.438,-1.364,-0.752,1.77,-6.792
ALB,552,90,-1.292,0.29,3.41,6.39,9.826
ALB,588,89,-1.691,-0.862,-3.102,0.078,-3.057
ALB,653,72,-0.467,-0.887,-1.927,-4.037,2.789
ALB,661,52,0.873,4.077,3.913,1.386,-0.842
ALB,734,80,-1.341,-1.242,-5.658,-7.503,-6.157
ALB,767,68,0.414,0.894,-0.101,-1.465,-3.701
ALB,800,85,0.838,1.235,2.006,4.421,3.969
ALB,862,91,-0.261,0.065,1.058,4.944,8.608
ALB,906,76,0.889,2.277,3.112,1.752,-2.102
ALB,922,97,3.99,5.52,4.642,5.733,3.126
ALB,963,81,0.967,-3.923,-5.013,-7.652,-1.917
ALB,1033,75,-0.317,0.017,-2.038,4.268,7.568
ALB,1122,93,1.085,10.686,8.115,6.95,9.795
ALB,1172,83,0.471,0.037,0.347,0.093,1.153
ALB,1255,65,0.403,5.669,7.259,6.242,13.93
ALB,1436,75,-0.078,-0.35,1.411,6.302,-4.122
ALB,1447,46,-1.128,-0.482,0.601,4.427,1.032
ALB,1494,81,-1.965,-2.212,-1.052,-6.629,-2.424
ALB,1504,76,0.368,2.179,0.109,-4.081,5.886
ALB,1512,77,1.019,5.739,6.698,7.021,7.421
ALB,1602,77,-0.904,-1.077,-1.613,-4.289,-6.094
ALB,1625,84,7.523,7.146,6.611,4.497,0.837
ALB,1653,81,-1.07,-1.247,-5.244,-4.524,-6.967
ALL,181,66,-0.01,-0.174,-0.492,0.636,1.258
ALL,327,71,-0.618,-0.376,-0.28,-0.089,1.617
ALL,390,63,0.012,0.72,1.486,-0.359,-2.186
ALL,418,52,0.105,0.619,0.852,-0.549,-1.667
ALL,448,77,1.156,-1.153,-0.876,-2.331,0.187
ALL,458,72,-0.488,-1.495,-1.266,-2.429,-5.178
ALL,473,89,0.65,1.643,-0.175,1.449,-1.056
ALL,485,65,-0.382,-0.226,0.568,0.118,0.118
ALL,495,62,-0.409,0.218,-0.899,0.708,3.976
ALL,632,69,0.736,1.222,3.766,3.921,3.862
ALL,669,95,-0.477,0.021,0.684,3.98,5.037
ALL,748,75,-0.201,-0.459,-0.632,-1.467,-2.894
ALL,761,95,0.072,-0.25,-0.688,0.314,0.721
ALL,795,73,-5.237,-5.336,-5.581,-4.846,-1.484
ALL,803,99,0.244,1.352,1.306,2.321,1.366
ALL,826,57,0.504,1.423,0.57,0.801,1.833
ALL,865,67,0.881,1.64,0.936,0.134,0.728
ALL,886,56,0.774,0.3,-0.008,2.438,4.355
ALL,962,84,1.517,1.595,1.67,0.899,-2.883
ALL,1058,82,-1.084,-1.14,-3.025,-2.082,1.487
ALL,1065,79,-0.074,1.441,2.775,-1.182,-0.661
ALL,1084,67,0.791,-1.105,-1.146,-2.158,0.121
ALL,1091,43,0.337,0.523,0.904,2.304,0.419
ALL,1158,53,0.255,-2.416,-3.004,-3.225,-2.951
ALL,1178,74,-0.247,-0.306,-0.121,1.178,0.997
ALL,1231,83,-0.45,-0.021,-0.492,-1.656,-0.859
ALL,1322,81,0.054,0.034,0.194,1.502,1.224
ALL,1371,56,0.558,-0.471,-0.365,1.438,-0.567
ALL,1401,74,0.217,0.485,0.873,-0.036,-0.346
ALL,1512,71,0.552,1.403,0.315,-0.31,0.929
ALL,1522,29,-0.575,-0.686,-0.595,-0.87,0.719
ALL,1528,23,0.167,0.644,0.781,1.901,2.061
ALL,1587,62,0.723,0.43,2.448,3.728,-0.938
ALL,1613,89,0.759,0.726,4.681,2.732,6.66
ALLE,50,17,0.382,1.726,0.734,-4.803,-6.887
ALLE,69,89,0.533,0.277,1.313,1.498,4.535
ALLE,227,72,0.232,0.041,1.233,3.404,2.846
ALLE,320,88,-0.602,-1.274,-2.236,-1.089,1.83
ALLE,325,61,-0.878,-0.654,1.35,3.826,1.389
ALLE,394,74,0.193,-0.955,-0.146,-2.103,-2.703
ALLE,411,82,0.92,1.66,2.442,0.986,2.531
ALLE,461,74,-0.613,-0.179,2.604,1.413,-1.081
ALLE,477,90,2.514,1.937,-0.448,-1.308,1.713
ALLE,485,79,1.453,1.556,-0.365,-0.232,-1.349
ALLE,499,73,1.36,4.579,3.838,7.659,10.284
ALLE,667,72,0.249,-1.035,0.441,1.366,2.277
ALLE,702,67,0.577,0.741,0.506,1.503,0.021
ALLE,735,57,-0.06,-0.184,-0.678,-0.731,-1.615
ALLE,767,70,0.333,0.375,0.7,-0.432,-0.863
ALLE,785,79,0.031,0.1,-0.868,-2.342,-1.382
ALLE,794,93,-0.136,-1.668,-1.814,-0.669,0.968
ALLE,800,85,0.419,0.955,1.789,2.12,3.801
ALLE,856,75,0.301,0.924,1.295,0.502,2.54
ALLE,883,70,-1.203,-1.326,0.393,0.027,-1.288
ALLE,898,56,-2.025,-1.777,-4.105,-2.576,-1.129
ALLE,907,65,-0.321,-0.387,1.705,5.378,-2.585
ALLE,925,64,0.329,0.619,0.831,-0.6,1.795
ALLE,962,93,0.302,0.935,1.744,0.016,-1.486
ALLE,1042,68,-0.745,-1.281,-1.088,-3.157,-2.484
ALLE,1054,82,0.395,0.607,2.138,4.949,4.803
ALLE,1247,73,-0.55,0.181,0.175,-0.284,-0.066
ALLE,1284,85,-0.172,0.043,0.074,1.127,2.235
ALLE,1321,78,1.572,2.19,2.72,0.324,-0.318
ALLE,1336,65,1.13,-0.554,-0.442,-0.429,-0.077
ALLE,1343,54,-0.556,-0.738,-0.867,-0.482,-0.661
ALLE,1365,53,0.832,1.0,0.516,0.54,1.482
ALLE,1472,92,-0.149,0.003,0.548,1.177,-1.438
ALLE,1503,84,0.041,0.055,-0.151,-1.378,-1.55
ALLE,1535,85,1.318,1.225,0.408,1.875,-1.986
ALLE,1549,67,0.412,0.565,0.121,0.412,1.237
ALLE,1577,100,-0.658,-1.828,-2.939,-3.97,-4.138
ALLE,1587,74,-2.421,-4.218,-1.384,-3.775,-0.351
ALLE,1595,78,-0.526,1.075,1.137,1.802,1.624
ALLE,1613,46,-0.392,0.238,-0.423,-1.891,-0.557
ALLE,1620,39,0.168,0.008,-1.127,2.537,3.419
ALNY,47,79,0.524,-0.565,1.009,-1.756,-3.666
ALNY,60,74,0.101,-0.791,-2.64,-6.84,-7.536
ALNY,73,96,-0.828,2.885,6.646,6.274,8.439
ALNY,126,80,0.281,3.075,2.225,3.641,5.698
ALNY,234,96,0.016,0.053,-1.223,-3.311,-5.32
ALNY,264,93,-0.096,-1.142,-2.009,-1.747,-1.212
ALNY,270,94,0.237,-0.112,1.13,-1.024,-4.13
ALNY,294,100,-0.2,2.81,4.963,0.951,2.34
ALNY,327,79,-0.013,1.541,-0.18,-0.62,-0.994
ALNY,336,55,-1.047,-0.56,-0.96,-0.287,-2.073
ALNY,352,68,1.077,1.503,1.017,0.532,0.598
ALNY,400,71,-0.553,-1.445,-3.021,3.651,0.984
ALNY,449,77,-0.153,-0.465,1.655,-0.837,2.04
ALNY,585,72,-0.008,1.298,-0.088,2.494,4.191
ALNY,669,78,-0.368,-0.167,-0.319,1.549,-2.004
ALNY,698,87,0.389,0.526,-0.651,-1.539,1.115
ALNY,760,95,-0.462,-3.372,-2.942,-1.313,-2.873
ALNY,784,74,-0.644,-0.38,-0.572,0.674,-0.194
ALNY,786,80,-0.193,1.747,0.91,2.218,1.901
ALNY,878,71,-0.652,-0.392,0.288,-3.561,-2.71
ALNY,887,80,-2.14,-2.54,-2.774,-3.182,-3.036
ALNY,894,91,0.34,-1.471,-1.365,-0.677,1.414
ALNY,917,70,-0.237,-0.371,-0.303,3.594,4.405
ALNY,962,82,-3.273,-3.943,-3.214,-2.34,-1.411
ALNY,1193,71,1.606,1.044,-0.599,0.112,0.823
ALNY,1202,18,0.683,0.264,-1.284,0.044,4.069
ALNY,1251,75,-1.927,-0.43,0.447,0.279,2.725
ALNY,1293,72,1.788,1.875,3.367,3.886,5.902
ALNY,1332,74,0.027,0.08,2.393,4.052,4.042
ALNY,1368,85,0.165,4.563,4.378,-1.032,-1.642
ALNY,1397,83,1.908,2.522,5.434,1.216,1.675
ALNY,1422,99,0.274,0.881,0.365,-5.529,-6.471
ALNY,1441,72,-5.423,-2.745,-4.186,-2.502,3.633
ALNY,1447,72,5.565,6.72,5.989,5.922,8.654
ALNY,1492,77,-0.411,-1.382,-0.955,-3.573,0.453
ALNY,1502,82,-1.494,-2.312,-3.14,-2.24,-5.721
ALNY,1508,61,-1.714,-4.143,-3.486,2.474,0.971
ALNY,1514,78,1.006,1.688,0.861,-2.105,1.172
ALNY,1564,96,-2.284,-4.856,-6.439,-5.044,-6.348
ALNY,1572,75,-0.007,-2.185,-2.353,-4.252,-2.831
ALNY,1582,75,-0.982,-0.377,-0.397,-2.036,-0.326
ALNY,1590,66,0.643,0.328,2.034,1.308,0.691
ALNY,1636,76,-0.655,4.019,1.363,2.554,1.898
ALNY,1681,82,3.827,2.44,5.173,5.692,-24.37
ALNY,1698,84,-4.304,-4.248,-2.855,,
AMAT,73,73,0.947,2.252,4.633,5.616,6.87
AMAT,147,64,-0.964,-0.297,-0.438,4.556,5.014
AMAT,209,95,-0.03,-1.221,-0.983,0.079,0.122
AMAT,349,68,4.324,2.745,1.94,1.633,1.389
AMAT,399,74,2.45,2.93,3.198,0.501,0.192
AMAT,530,99,-6.843,-7.559,-13.47,-14.296,-15.975
AMAT,541,88,1.372,1.112,1.702,6.09,12.636
AMAT,588,83,-1.474,-1.425,0.936,0.914,0.145
AMAT,651,75,-1.082,-1.352,-1.734,-1.634,-1.867
AMAT,702,86,0.914,0.44,-0.72,0.011,-1.925
AMAT,749,81,-0.296,-0.613,-0.22,2.098,-4.967
AMAT,765,77,0.257,0.868,0.239,0.305,-2.568
AMAT,782,78,-0.25,2.368,3.509,8.279,8.242
AMAT,837,70,2.204,-0.743,-0.748,-1.629,-1.959
AMAT,848,64,-0.131,0.034,0.543,-0.905,1.532
AMAT,878,86,0.319,-0.975,-2.229,-3.449,-5.638
AMAT,883,87,-2.22,-2.681,-3.946,-2.243,-8.703
AMAT,905,80,0.035,-1.526,-2.096,0.158,-5.349
AMAT,958,94,-10.061,-7.647,-5.356,-3.5,-7.701
AMAT,975,77,-0.202,3.568,4.423,2.848,2.288
AMAT,1034,63,1.729,1.427,4.104,4.82,6.713
AMAT,1121,78,1.07,0.956,1.624,2.933,2.752
AMAT,1146,76,-0.039,-0.665,-0.137,-2.378,-5.871
AMAT,1158,71,0.355,1.056,3.26,3.847,7.802
AMAT,1274,66,-2.612,-1.465,-1.517,2.869,-2.379
AMAT,1278,61,1.887,1.796,1.078,-3.397,0.619
AMAT,1287,59,0.699,0.006,2.033,7.893,8.423
AMAT,1343,66,-0.112,-0.216,-0.104,0.171,0.809
AMAT,1434,69,1.374,2.671,2.401,1.961,1.116
AMAT,1496,82,0.214,-3.34,-3.669,-1.426,1.596
AMAT,1528,70,0.078,0.428,1.269,10.507,15.767
